HC,0.087810856,0.217146739,0.311702794,0.299439451,0.186622885,0.301422053,0.355588731,0.379533498,0.345461254,0.294844754
AD,0.141376942,0.36272858,0.653192459,0.79538657,0.931710371,1.213937199,1.242827102,1.239410812,1.219347581,1.179888676
PD,0.094779902,0.331932538,0.832266424,1.145463522,1.252144435,1.449441277,1.416106141,1.359316819,1.294470388,1.262521954
CSVD,-0.010704606,0.154748856,0.336509849,0.350834315,0.389244465,0.688471997,0.783157777,0.81315423,0.808188472,0.73523332
MS,0.419375184,0.566357613,0.828423194,0.982405232,1.199715102,1.323153222,1.273564018,1.236548145,1.256055679,1.199681852
