ID,Ring2,Ring3,Ring4,Ring5,Ring6,Ring7,Ring8,Ring9,Ring10,Ring11
Sub00061,0.151013253,0.197805685,0.242316242,0.263381103,0.256816536,0.247524906,0.242503289,0.246910613,0.252924187,0.252034214
Sub00062,0.174195728,0.225760699,0.249302964,0.266683793,0.251970309,0.23598774,0.230419609,0.23794795,0.247864101,0.26114321
Sub00063,0.168098253,0.224983866,0.253694855,0.257672602,0.255436908,0.236968095,0.230531909,0.23614006,0.236674732,0.240439822
Sub00064,0.172100329,0.220794922,0.247960354,0.263271566,0.255355155,0.238103661,0.236521043,0.243098893,0.259615286,0.26063187
Sub00065,0.151340217,0.201378492,0.241055964,0.251724512,0.25349161,0.229475878,0.222495175,0.237216145,0.241439271,0.243275296
Sub00066,0.178023283,0.225998801,0.25100204,0.263566549,0.26276238,0.236591151,0.224662345,0.224637257,0.232976234,0.235162859
Sub00067,0.171642356,0.217417748,0.244103217,0.256943047,0.24622335,0.237894868,0.226154188,0.229327384,0.238037566,0.236307976
Sub00068,0.176668765,0.210088254,0.233619053,0.245138579,0.235622062,0.226433073,0.220239626,0.220912822,0.228687727,0.223844111
Sub00069,0.139357034,0.205004101,0.245029109,0.259860251,0.240230667,0.213725252,0.210038516,0.214558859,0.227919506,0.234154208
Sub00070,0.18326194,0.221341401,0.248714059,0.261608071,0.251974933,0.244472955,0.244456126,0.243965596,0.24284502,0.242390028
Sub00071,0.140848312,0.19780335,0.233400854,0.252179264,0.253151569,0.234871341,0.230654948,0.224643998,0.228934736,0.232439867
Sub00072,0.173534642,0.226388879,0.266288383,0.282442737,0.265962911,0.247663538,0.24543862,0.243785093,0.240681916,0.251307574
Sub00073,0.177340492,0.231544059,0.245596666,0.257491646,0.243229057,0.223171441,0.225085953,0.236395156,0.242954172,0.250452182
Sub00074,0.186320241,0.225620124,0.237587752,0.245068351,0.235468433,0.229131634,0.23251595,0.236488004,0.237428624,0.238094894
Sub00075,0.17065152,0.211235217,0.238539785,0.244050259,0.233289401,0.223409307,0.213853355,0.216952093,0.218540764,0.215608271
Sub00076,0.167761431,0.220320454,0.245448712,0.253561983,0.231537038,0.221885657,0.232788359,0.240072914,0.241812328,0.242909368
Sub00077,0.173187368,0.220631299,0.24605496,0.264253677,0.245844457,0.229309187,0.234852945,0.241494592,0.237840797,0.231650651
Sub00078,0.130748053,0.175605465,0.21063336,0.226643251,0.233014092,0.223989903,0.225985759,0.220747791,0.210467468,0.214642022
Sub00079,0.151345916,0.211796901,0.229416188,0.240636395,0.23108223,0.210352313,0.200892502,0.211761095,0.219237128,0.217409787
Sub00080,0.153813499,0.195326374,0.21784827,0.230411566,0.230133008,0.226038066,0.228973216,0.233859947,0.241761718,0.239134119
Sub00081,0.137747838,0.192677869,0.226359942,0.237909956,0.249484274,0.244755906,0.240286914,0.241675589,0.242944527,0.241485879
Sub00082,0.154374654,0.200779737,0.234772212,0.255364011,0.253101116,0.239566007,0.240149983,0.253804193,0.258434897,0.255190275
Sub00083,0.165335063,0.219241659,0.244852904,0.247682999,0.241371588,0.228201861,0.22726306,0.234374963,0.23906175,0.237979893
Sub00084,0.151737042,0.197636214,0.224523049,0.239550057,0.237688203,0.219771053,0.21460886,0.22137932,0.221120925,0.225455006
Sub00085,0.16646685,0.230881658,0.256599,0.267312779,0.261318761,0.237839793,0.230772484,0.22337434,0.225722592,0.234053059
Sub00086,0.158546649,0.200964487,0.232743951,0.251455879,0.236379897,0.211149537,0.206659739,0.214159803,0.232660715,0.235678566
Sub00087,0.154283789,0.208774902,0.230316845,0.240119092,0.239810456,0.225088416,0.224409691,0.226549529,0.225506216,0.223001458
Sub00088,0.177407593,0.223991986,0.23297967,0.236822407,0.228094489,0.221190003,0.223257431,0.227709276,0.240628551,0.242114468
Sub00089,0.149695443,0.197073917,0.227845177,0.24718693,0.25208345,0.235707515,0.223051958,0.214660071,0.213424777,0.219804741
Sub00090,0.152733508,0.201619279,0.235142067,0.258452143,0.259445427,0.238899805,0.228920566,0.22566731,0.230991077,0.234224919
Sub00091,0.170903921,0.220520277,0.251411656,0.261573198,0.243929099,0.238004388,0.246873239,0.253588938,0.247213792,0.243376052
Sub00092,0.15824021,0.212214196,0.244831569,0.262485592,0.245951837,0.226046856,0.221423129,0.223429369,0.225595105,0.232064573
Sub00093,0.140955085,0.19131171,0.225913494,0.23438642,0.242139154,0.233557415,0.226162419,0.216991349,0.216564907,0.22539612
Sub00094,0.136182304,0.185585368,0.23096214,0.247252597,0.248333849,0.236955385,0.23731605,0.229201478,0.221856043,0.23044265
Sub00095,0.149089497,0.198483791,0.225904799,0.24054183,0.2360975,0.222013981,0.22510067,0.234691605,0.231992746,0.229631105
Sub00096,0.198036641,0.241790958,0.251926928,0.263725435,0.251117621,0.233003672,0.239993624,0.258529981,0.26029828,0.256384222
Sub00097,0.158655189,0.209371667,0.239582821,0.253880416,0.262902144,0.254349219,0.24985751,0.250081011,0.249581185,0.250432898
Sub00098,0.163987148,0.20803046,0.249161871,0.273353374,0.25251484,0.238063968,0.236672441,0.239598602,0.246795847,0.247811931
Sub00099,0.165308469,0.215730205,0.24498369,0.263151766,0.26137824,0.24349009,0.239353173,0.236858503,0.24045798,0.239839792
Sub00100,0.173248158,0.218294216,0.248411751,0.25408279,0.252826095,0.244038624,0.240327846,0.246546444,0.25593153,0.259724785
Sub00101,0.162808356,0.216615357,0.248175745,0.262011022,0.248697871,0.241276489,0.24064354,0.233987853,0.232517117,0.235159275
Sub00102,0.183020539,0.232260619,0.259556809,0.26854349,0.253097868,0.237796568,0.242260101,0.238508004,0.234471762,0.238424169
Sub00103,0.14626906,0.194324691,0.22520268,0.247450325,0.252007989,0.228152816,0.215432593,0.219565758,0.237919323,0.252399026
Sub00104,0.141930892,0.19217326,0.226654232,0.248363476,0.252418321,0.233931937,0.222025055,0.214474927,0.222499929,0.230347001
Sub00105,0.167660339,0.213886996,0.231814797,0.247570785,0.236836122,0.222297154,0.212203318,0.220463774,0.228627882,0.229596744
Sub00106,0.158973233,0.212848636,0.238834926,0.255967738,0.247298363,0.235567576,0.227422676,0.224490974,0.230718701,0.225682592
Sub00107,0.15754285,0.206191264,0.237894069,0.256362289,0.242177738,0.232360154,0.23578454,0.236945977,0.236610671,0.240175034
Sub00108,0.170640636,0.213356588,0.23939268,0.25173893,0.242724199,0.233763197,0.234629747,0.238552501,0.238778864,0.236774056
Sub00109,0.166400138,0.216459872,0.242133038,0.249842892,0.229026133,0.219570312,0.222303317,0.223644232,0.224229048,0.227956526
Sub00110,0.191207177,0.230697696,0.249223198,0.253356521,0.236493096,0.238541336,0.247567722,0.255740768,0.250046485,0.231730445
Sub00111,0.168424346,0.217961873,0.241732287,0.239648585,0.223740128,0.205097739,0.203978043,0.21124683,0.222386912,0.225235904
Sub00112,0.16040729,0.210579567,0.244616945,0.256021343,0.238662804,0.22280289,0.222306179,0.22914264,0.230155599,0.228716312
Sub00113,0.195262196,0.244914147,0.258231702,0.267005482,0.252514179,0.244639442,0.240229532,0.242382655,0.254459617,0.254338625
Sub00114,0.169106146,0.219527649,0.248489401,0.268152708,0.247657652,0.236313508,0.221734405,0.221506906,0.230797561,0.238664823
Sub00115,0.175852751,0.215526743,0.23290806,0.236698375,0.230357333,0.223959593,0.224959762,0.231214207,0.246936895,0.252641802
Sub00116,0.163429993,0.199044334,0.22662333,0.243218995,0.231094528,0.216154932,0.212908223,0.218751789,0.22878659,0.225353176
Sub00117,0.158263951,0.214306236,0.244067453,0.252631982,0.248136005,0.227939922,0.220471329,0.225355545,0.243589863,0.253110376
Sub00118,0.171173495,0.214941654,0.239131309,0.248241936,0.231688717,0.221364211,0.220065865,0.223207835,0.231626121,0.232855639
Sub00119,0.167223805,0.217079548,0.241746674,0.25873873,0.236791456,0.232278023,0.225380512,0.223403822,0.229620011,0.245871192
Sub00120,0.158875647,0.209722904,0.231875125,0.243357684,0.226685046,0.21757994,0.214586881,0.212744007,0.220212581,0.229623106
Sub00121,0.183948781,0.223504116,0.238120544,0.253143045,0.243246356,0.234029836,0.231085304,0.239046772,0.245544757,0.238047686
Sub00122,0.167875696,0.212455589,0.233932076,0.244895102,0.25192222,0.234366761,0.220957345,0.213621719,0.21467628,0.224436455
Sub00123,0.178335909,0.223762911,0.248086346,0.255389481,0.246821566,0.235443098,0.238355329,0.234522391,0.235737122,0.236043785
Sub00124,0.150679488,0.205985223,0.237287345,0.25407742,0.256159175,0.229124626,0.222647042,0.231202016,0.235157534,0.229608811
Sub00125,0.171649288,0.218291972,0.246183741,0.253227453,0.254239933,0.244479223,0.241364484,0.250996744,0.262188401,0.267056457
Sub00126,0.147759244,0.200667907,0.23210018,0.250118502,0.248686428,0.229581817,0.211776678,0.212387654,0.222226533,0.221139928
Sub00127,0.178551951,0.235970659,0.262971345,0.284180886,0.272315619,0.248370999,0.237138457,0.237610117,0.24140975,0.253397213
Sub00128,0.376571499,0.344259826,0.335218544,0.310921698,0.281856447,0.234676687,0.141947759,0.08148349,0.067214707,0.050200307
Sub00129,0.158711925,0.201839952,0.236377527,0.252249152,0.236622387,0.224073562,0.220915847,0.231047574,0.243915422,0.250465293
Sub00130,0.151890418,0.200791681,0.232152263,0.243107485,0.240335959,0.237853731,0.232518072,0.227344515,0.224668819,0.231480944
Sub00131,0.152373202,0.205044217,0.227176972,0.249433859,0.243028626,0.234629664,0.230229083,0.228324293,0.230335624,0.236785071
Sub00132,0.158487675,0.223218995,0.248136366,0.255566004,0.25354949,0.232952646,0.22915499,0.236933233,0.240599434,0.237445609
Sub00133,0.14816593,0.19453029,0.218004072,0.228419888,0.225905771,0.217652178,0.212256318,0.207528379,0.216779293,0.226038747
Sub00134,0.151693342,0.197542035,0.22281565,0.236636812,0.239321547,0.217324265,0.217823604,0.216394282,0.219394332,0.214780708
Sub00135,0.156886587,0.210569067,0.241895874,0.249012156,0.251350817,0.222878213,0.208743054,0.213208687,0.221251419,0.222404164
Sub00136,0.173965161,0.221608828,0.240800914,0.244664974,0.244518251,0.227041738,0.231499622,0.241553153,0.245435311,0.241176477
Sub00137,0.169129785,0.22200096,0.24909905,0.264994539,0.239787917,0.221414477,0.213994663,0.227762554,0.23233635,0.235045769
Sub00138,0.169656334,0.220254091,0.244577819,0.260446353,0.244016632,0.226493781,0.22513724,0.232935807,0.23820403,0.238885089
Sub00139,0.181747676,0.234143778,0.267512037,0.268398029,0.244755968,0.228448164,0.232048186,0.24101139,0.250053268,0.257870089
Sub00140,0.170336868,0.202902561,0.228192206,0.242611238,0.23330326,0.233315407,0.234268555,0.240037058,0.244966842,0.238772802
Sub00141,0.171956615,0.226639525,0.258589866,0.273544516,0.265486754,0.249947729,0.245885872,0.251723612,0.252536923,0.249238866
Sub00142,0.152850696,0.20252144,0.228434964,0.239126545,0.216084579,0.207592879,0.207497492,0.214882615,0.220364188,0.219567823
Sub00143,0.163626046,0.219291137,0.243806274,0.260967572,0.25045235,0.226679469,0.207907152,0.202668586,0.214561134,0.220709028
Sub00144,0.14748248,0.196999663,0.22523903,0.224887904,0.232357225,0.226447339,0.221203131,0.213719403,0.220925727,0.217809215
Sub00145,0.169993196,0.221542704,0.235870769,0.241374996,0.230927072,0.225844521,0.23136841,0.235508513,0.243961918,0.25145917
Sub00146,0.173331795,0.219059013,0.241997386,0.253977721,0.247831462,0.237065867,0.238592866,0.247036351,0.248307341,0.239259446
Sub00147,0.188933198,0.237933126,0.262454806,0.26772753,0.246989875,0.246453917,0.240898291,0.232967662,0.230676033,0.221087468
Sub00148,0.147724774,0.202351183,0.237228622,0.236715927,0.213086391,0.203340155,0.211919863,0.21881295,0.231036028,0.232732476
Sub00149,0.190143227,0.230048131,0.250920979,0.258360845,0.247440678,0.236114259,0.234095264,0.238642427,0.240474374,0.239246958
Sub00150,0.158164558,0.220409446,0.250593684,0.259455123,0.253779865,0.23382332,0.222162988,0.22973873,0.247118679,0.257633526
Sub00151,0.161565358,0.213201866,0.240999728,0.271764166,0.265243452,0.243437012,0.236683089,0.234651711,0.241943141,0.251964685
Sub00152,0.173188402,0.21850182,0.242008047,0.253733149,0.237601704,0.21291642,0.213431419,0.227904545,0.230806899,0.234542598
Sub00153,0.148550161,0.198597801,0.234402015,0.250316381,0.255073927,0.244620766,0.239065422,0.22720858,0.227286221,0.226653187
Sub00154,0.161579682,0.220010575,0.252357579,0.268645066,0.257094899,0.233253211,0.221482232,0.227525425,0.223007158,0.221373335
Sub00155,0.182174628,0.235320186,0.276767939,0.299196884,0.283367562,0.268973535,0.262212494,0.261722743,0.269685406,0.267700351
Sub00156,0.156446134,0.215649811,0.249873653,0.263180834,0.257022497,0.245872841,0.235463713,0.232154513,0.239168434,0.24252711
Sub00157,0.157466033,0.203793525,0.236324771,0.258033777,0.250465703,0.23516729,0.224958049,0.222176491,0.232414319,0.236736659
Sub00158,0.160707958,0.216395498,0.250728781,0.26766412,0.262301134,0.244945359,0.241817668,0.247811217,0.258791293,0.264881048
Sub00159,0.170388914,0.226557339,0.260993166,0.272931346,0.266689248,0.258349443,0.261852422,0.266963466,0.264414653,0.267027361
Sub00160,0.167312119,0.228320705,0.258923484,0.281299479,0.27144365,0.254834513,0.264347197,0.270115276,0.269865062,0.266176102
Sub00161,0.181700478,0.236712548,0.261974756,0.269839992,0.257852843,0.243440201,0.240593411,0.248370931,0.256729939,0.261252203
Sub00162,0.181240316,0.209113364,0.229693676,0.239009533,0.230793465,0.225217626,0.23370045,0.248709592,0.26269003,0.264087693
Sub00163,0.170221027,0.234841764,0.276213086,0.27433721,0.262924937,0.262281479,0.274394413,0.28291815,0.268981761,0.250334679
Sub00164,0.152117214,0.205441627,0.239187571,0.25389675,0.25868607,0.236228863,0.239678973,0.234820946,0.225501426,0.233514439
Sub00165,0.185103801,0.220723518,0.240799585,0.253499341,0.237636483,0.232948099,0.234008142,0.233265342,0.23686685,0.238616579
Sub00166,0.152190258,0.205800201,0.237579184,0.256882476,0.250717431,0.232143104,0.228623882,0.229885146,0.235099115,0.235965843
Sub00167,0.159603433,0.204213194,0.239668205,0.258973768,0.252888343,0.227787051,0.218683031,0.220701182,0.22810559,0.234897874
Sub00168,0.146963412,0.189497314,0.222616217,0.256115995,0.270598633,0.250046327,0.238294344,0.229205516,0.232309049,0.237960684
Sub00169,0.178873449,0.234722947,0.26694048,0.27802196,0.264000379,0.258514132,0.254105277,0.253635628,0.252041164,0.259585161
Sub00170,0.164764803,0.225525528,0.262554382,0.270823222,0.275195977,0.264159023,0.257999855,0.261263844,0.263505952,0.259647765
Sub00171,0.174878831,0.212445005,0.238185416,0.249737329,0.240953556,0.233508454,0.233595024,0.2390781,0.241983615,0.246499412
Sub00172,0.165675949,0.215697237,0.239700146,0.256129128,0.246452457,0.233655111,0.231481954,0.238273741,0.241439931,0.241259192
Sub00173,0.182364658,0.235071811,0.254956216,0.267833671,0.260061569,0.235829667,0.220734513,0.222496678,0.234467171,0.241272801
Sub00174,0.160107043,0.214268744,0.24279409,0.252225172,0.235002923,0.225017943,0.230042677,0.240574477,0.23778702,0.231392692
Sub00175,0.157008981,0.207062347,0.241886452,0.249077481,0.247938937,0.233568104,0.230704924,0.23171538,0.236142527,0.24137431
Sub00176,0.178192775,0.226504238,0.253770424,0.277878353,0.275091063,0.260976077,0.262531282,0.270742988,0.275486196,0.272638039
Sub00177,0.201255758,0.243782732,0.257264239,0.267687111,0.251150116,0.23528616,0.224755004,0.233040667,0.242839309,0.247132754
Sub00178,0.163355222,0.212254849,0.240976999,0.254517885,0.244841519,0.233132619,0.23891828,0.241335624,0.244142768,0.246279518
Sub00179,0.172495641,0.208513918,0.241449067,0.258949586,0.259420261,0.245095943,0.242522688,0.242393687,0.236974862,0.230921497
Sub00180,0.167622966,0.214068847,0.243335429,0.258127917,0.254146974,0.237948105,0.230702072,0.230018894,0.237637501,0.244016177
Sub00181,0.16867261,0.219980793,0.252461243,0.263626814,0.246678154,0.234749537,0.234880257,0.237673617,0.242940344,0.251493786
Sub00182,0.171163396,0.230505757,0.260814972,0.267049617,0.250581162,0.236068546,0.231528945,0.238439903,0.247808307,0.247606985
Sub00183,0.170892278,0.222858097,0.255055443,0.267513776,0.25370262,0.248292647,0.249545441,0.251139161,0.257720273,0.249341298
Sub00184,0.162266151,0.210465588,0.242875698,0.26894125,0.282297396,0.26962307,0.267527788,0.261595865,0.25816672,0.263788326
Sub00185,0.177378812,0.2274298,0.244552547,0.255740548,0.255629443,0.248948456,0.253009086,0.249628983,0.249563478,0.241469522
Sub00186,0.184849864,0.233416054,0.259379573,0.276889546,0.268885208,0.25825972,0.258708908,0.251998773,0.253265145,0.254649761
Sub00187,0.184949107,0.231705926,0.253308893,0.268500395,0.258089646,0.240628586,0.231277135,0.232615101,0.239434257,0.251059988
Sub00188,0.163503899,0.20912756,0.230678212,0.246054902,0.247890549,0.235431552,0.235139316,0.234670341,0.241576762,0.24447041
Sub00189,0.191594379,0.23334248,0.258218637,0.263074707,0.243106952,0.232652258,0.237255045,0.241299582,0.247440727,0.249676678
Sub00190,0.155064754,0.207390093,0.245692947,0.262401369,0.26795324,0.246681752,0.238399616,0.245691298,0.25372386,0.253326479
Sub00191,0.151151145,0.2038363,0.240798205,0.245865108,0.246508746,0.237953257,0.233216187,0.234264174,0.245934966,0.239652206
Sub00192,0.200422027,0.244609231,0.253977976,0.25893472,0.258341268,0.249992647,0.248052434,0.243071057,0.250460398,0.251534499
Sub00193,0.157595443,0.216787406,0.244879969,0.262612975,0.251324247,0.240114108,0.231134158,0.232998837,0.241432998,0.24848827
Sub00194,0.162672382,0.216897199,0.246980752,0.261748835,0.254587936,0.232366285,0.228336136,0.233617768,0.244368576,0.250049317
Sub00195,0.176059276,0.218849639,0.243372529,0.25562999,0.245854524,0.238974229,0.230289804,0.223648504,0.225705413,0.230624031
Sub00196,0.157615224,0.211895086,0.238959611,0.253208757,0.252834026,0.232851364,0.22497909,0.235094908,0.242606111,0.243092187
Sub00197,0.159554966,0.206736868,0.235980777,0.254254901,0.24903868,0.241902309,0.237899419,0.239494811,0.245476343,0.256635561
Sub00198,0.167115018,0.222822967,0.252654688,0.267560154,0.264050338,0.25783569,0.268068675,0.280695095,0.28320295,0.285496049
Sub00199,0.17779484,0.226916815,0.253334037,0.265449932,0.246458321,0.22911505,0.237510683,0.25855541,0.266166258,0.248620764
Sub00200,0.211340148,0.274376415,0.297601635,0.304660176,0.290603397,0.284046497,0.287163354,0.296632668,0.301612507,0.279071787
Sub00201,0.163144949,0.210686845,0.237104401,0.243393979,0.233613663,0.22364835,0.211920788,0.204214058,0.214656057,0.217583977
Sub00202,0.181671358,0.224218206,0.243194915,0.247995398,0.234651826,0.220999002,0.221325946,0.232075549,0.23498149,0.235027146
Sub00203,0.172759235,0.217693411,0.245827371,0.258273561,0.255082563,0.237023798,0.225281532,0.224577577,0.232733382,0.244346102
Sub00204,0.17171924,0.23076141,0.257790907,0.263288803,0.240482186,0.228178018,0.234698087,0.243278473,0.2427583,0.233764981
Sub00205,0.15116508,0.202676328,0.234972578,0.251972745,0.259623671,0.244081646,0.238437126,0.238125386,0.24657375,0.246873686
Sub00206,0.174351415,0.23761906,0.254535143,0.254569974,0.248549695,0.240953373,0.236319495,0.234668561,0.241985167,0.244973463
Sub00207,0.170182764,0.216791244,0.242891824,0.249732948,0.233332864,0.224531181,0.226716198,0.231685643,0.227141244,0.225635668
Sub00208,0.17406857,0.228462537,0.251351952,0.267666687,0.259782409,0.245073786,0.238031671,0.234006543,0.230156207,0.234685939
Sub00209,0.189271633,0.234686019,0.255219044,0.262527388,0.24385661,0.22866348,0.225791232,0.225807158,0.228525692,0.231588447
